Unnamed: 0,date,Tmax_C,Tmin_C,RHmax_pct,Precip_sum_mm,Wind_max_kmh,Solar_rad_J_m2,province,latitude_x,longitude_x,Precip_sum_7d,Precip_sum_30d,Key,latitude_y,longitude_y,scan,track,acq_time,satellite,instrument,version,bright_ti5,frp,daynight,type,geometry,index_right,GID_1,GID_0,COUNTRY,FIRE,is_fire
17317,2023-03-17,30.9,23.6,90,0.0,21.7,24.81,Bạc Liêu,9.2941,105.727,0.1000000000000035,30.1,Bạc Liêu_2023-03-17,9.38594,105.73732,0.4,0.44,557.0,N,VIIRS,2.0,301.7,12.57,D,0.0,POINT (105.73732 9.38594),4.0,VNM.2_1,VNM,Vietnam,1,1
17324,2023-03-18,31.1,23.9,90,0.5,20.0,23.88,Bạc Liêu,9.2941,105.727,0.6000000000000035,30.6,Bạc Liêu_2023-03-18,9.48903,105.52196,0.42,0.61,539.0,N,VIIRS,2.0,291.72,19.76,D,0.0,POINT (105.52196 9.48903),4.0,VNM.2_1,VNM,Vietnam,1,1
17326,2023-03-18,31.1,23.9,90,0.5,20.0,23.88,Bạc Liêu,9.2941,105.727,0.6000000000000035,30.6,Bạc Liêu_2023-03-18,9.49097,105.52126,0.42,0.61,539.0,N,VIIRS,2.0,289.34,9.53,D,0.0,POINT (105.52126 9.49097),4.0,VNM.2_1,VNM,Vietnam,1,0
17343,2023-03-21,31.3,23.4,98,0.5,14.5,24.32,Bạc Liêu,9.2941,105.727,1.8000000000000034,11.100000000000003,Bạc Liêu_2023-03-21,9.37472,105.72091,0.39,0.36,623.0,N,VIIRS,2.0,301.09,2.68,D,0.0,POINT (105.72091 9.37472),4.0,VNM.2_1,VNM,Vietnam,1,0
17356,2023-03-23,31.4,23.0,98,0.0,14.7,24.92,Bạc Liêu,9.2941,105.727,1.7000000000000033,6.800000000000004,Bạc Liêu_2023-03-23,9.3525,105.64427,0.32,0.55,545.0,N,VIIRS,2.0,298.48,5.67,D,0.0,POINT (105.64427 9.3525),4.0,VNM.2_1,VNM,Vietnam,1,1
17368,2023-03-26,31.6,24.1,92,0.0,15.8,25.23,Bạc Liêu,9.2941,105.727,1.3000000000000034,2.100000000000004,Bạc Liêu_2023-03-26,9.39873,105.58783,0.44,0.38,629.0,N,VIIRS,2.0,303.21,1.9,D,0.0,POINT (105.58783 9.39873),4.0,VNM.2_1,VNM,Vietnam,1,0
17379,2023-03-26,31.6,24.1,92,0.0,15.8,25.23,Bạc Liêu,9.2941,105.727,1.3000000000000034,2.100000000000004,Bạc Liêu_2023-03-26,9.44541,105.51205,0.43,0.38,629.0,N,VIIRS,2.0,302.18,2.76,D,0.0,POINT (105.51205 9.44541),4.0,VNM.2_1,VNM,Vietnam,1,0
17381,2023-03-26,31.6,24.1,92,0.0,15.8,25.23,Bạc Liêu,9.2941,105.727,1.3000000000000034,2.100000000000004,Bạc Liêu_2023-03-26,9.58031,105.50106,0.44,0.38,629.0,N,VIIRS,2.0,301.98,2.65,D,0.0,POINT (105.50106 9.58031),4.0,VNM.2_1,VNM,Vietnam,1,0
17385,2023-03-26,31.6,24.1,92,0.0,15.8,25.23,Bạc Liêu,9.2941,105.727,1.3000000000000034,2.100000000000004,Bạc Liêu_2023-03-26,9.49585,105.53705,0.44,0.38,629.0,N,VIIRS,2.0,302.55,4.04,D,0.0,POINT (105.53705 9.49585),4.0,VNM.2_1,VNM,Vietnam,1,0
17407,2023-03-31,32.1,24.0,96,0.0,15.8,24.94,Bạc Liêu,9.2941,105.727,0.3000000000000036,2.200000000000004,Bạc Liêu_2023-03-31,9.20785,105.74361,0.53,0.42,635.0,N,VIIRS,2.0,304.75,6.43,D,0.0,POINT (105.74361 9.20785),4.0,VNM.2_1,VNM,Vietnam,1,0
17445,2023-04-06,31.3,24.9,92,1.4,14.7,23.42,Bạc Liêu,9.2941,105.727,27.200000000000006,29.40000000000001,Bạc Liêu_2023-04-06,9.37828,105.73269,0.39,0.37,623.0,N,VIIRS,2.0,303.24,1.49,D,0.0,POINT (105.73269 9.37828),4.0,VNM.2_1,VNM,Vietnam,1,0
17448,2023-04-07,32.1,24.9,94,0.0,14.8,24.83,Bạc Liêu,9.2941,105.727,27.200000000000006,29.40000000000001,Bạc Liêu_2023-04-07,9.39175,105.53377,0.5,0.41,604.0,N,VIIRS,2.0,300.17,7.83,D,0.0,POINT (105.53377 9.39175),4.0,VNM.2_1,VNM,Vietnam,1,0
17450,2023-04-08,33.3,24.6,96,0.1,19.8,25.71,Bạc Liêu,9.2941,105.727,27.200000000000006,29.500000000000004,Bạc Liêu_2023-04-08,9.36876,105.6957,0.32,0.55,545.0,N,VIIRS,2.0,302.77,1.84,D,0.0,POINT (105.6957 9.36876),4.0,VNM.2_1,VNM,Vietnam,1,0
17482,2023-04-23,33.2,26.2,94,0.3,15.8,25.4,Bạc Liêu,9.2941,105.727,12.800000000000006,71.4,Bạc Liêu_2023-04-23,9.39754,105.62621,0.49,0.4,604.0,N,VIIRS,2.0,300.05,1.52,D,0.0,POINT (105.62621 9.39754),4.0,VNM.2_1,VNM,Vietnam,1,0
17813,2024-02-26,33.1,25.1,85,0.0,24.9,24.48,Bạc Liêu,9.2941,105.727,1.3000000000000071,5.8,Bạc Liêu_2024-02-26,9.29945,105.69621,0.41,0.37,608.0,N,VIIRS,2.0,304.82,3.93,D,0.0,POINT (105.69621 9.29945),4.0,VNM.2_1,VNM,Vietnam,1,0
17842,2024-03-12,33.0,25.6,86,0.0,21.6,24.81,Bạc Liêu,9.2941,105.727,0.0,1.9,Bạc Liêu_2024-03-12,9.53818,105.54264,0.44,0.38,627.0,N,VIIRS,2.0,302.78,4.17,D,0.0,POINT (105.54264 9.53818),4.0,VNM.2_1,VNM,Vietnam,1,0
17855,2024-03-18,32.5,24.7,95,0.0,21.5,25.28,Bạc Liêu,9.2941,105.727,3.000000000000007,4.9,Bạc Liêu_2024-03-18,9.37784,105.42347,0.39,0.36,615.0,N,VIIRS,2.0,304.45,3.97,D,0.0,POINT (105.42347 9.37784),4.0,VNM.2_1,VNM,Vietnam,1,0
17861,2024-03-19,32.3,25.6,86,0.0,23.5,25.37,Bạc Liêu,9.2941,105.727,3.000000000000007,4.9,Bạc Liêu_2024-03-19,9.39105,105.44212,0.41,0.45,556.0,N,VIIRS,2.0,302.73,4.39,D,0.0,POINT (105.44212 9.39105),4.0,VNM.2_1,VNM,Vietnam,1,0
17863,2024-03-20,32.6,25.4,87,0.1,28.1,25.09,Bạc Liêu,9.2941,105.727,2.400000000000007,5.0,Bạc Liêu_2024-03-20,9.52801,105.5262,0.41,0.61,537.0,N,VIIRS,2.0,299.8,7.06,D,0.0,POINT (105.5262 9.52801),4.0,VNM.2_1,VNM,Vietnam,1,1
17864,2024-03-20,32.6,25.4,87,0.1,28.1,25.09,Bạc Liêu,9.2941,105.727,2.400000000000007,5.0,Bạc Liêu_2024-03-20,9.52599,105.52616,0.41,0.61,537.0,N,VIIRS,2.0,300.68,7.25,D,0.0,POINT (105.52616 9.52599),4.0,VNM.2_1,VNM,Vietnam,1,1
17872,2024-03-20,32.6,25.4,87,0.1,28.1,25.09,Bạc Liêu,9.2941,105.727,2.400000000000007,5.0,Bạc Liêu_2024-03-20,9.3775,105.6361,0.41,0.6,537.0,N,VIIRS,2.0,299.93,10.03,D,0.0,POINT (105.6361 9.3775),4.0,VNM.2_1,VNM,Vietnam,1,1
17883,2024-03-24,32.0,25.2,90,0.2,17.6,25.02,Bạc Liêu,9.2941,105.727,1.000000000000007,5.3,Bạc Liêu_2024-03-24,9.57278,105.52119,0.49,0.4,602.0,N,VIIRS,2.0,300.06,4.05,D,0.0,POINT (105.52119 9.57278),4.0,VNM.2_1,VNM,Vietnam,1,0
17886,2024-03-24,32.0,25.2,90,0.2,17.6,25.02,Bạc Liêu,9.2941,105.727,1.000000000000007,5.3,Bạc Liêu_2024-03-24,9.55349,105.48227,0.49,0.4,602.0,N,VIIRS,2.0,306.22,23.64,D,0.0,POINT (105.48227 9.55349),4.0,VNM.2_1,VNM,Vietnam,1,0
17887,2024-03-24,32.0,25.2,90,0.2,17.6,25.02,Bạc Liêu,9.2941,105.727,1.000000000000007,5.3,Bạc Liêu_2024-03-24,9.5505,105.48733,0.49,0.4,602.0,N,VIIRS,2.0,305.41,23.64,D,0.0,POINT (105.48733 9.5505),4.0,VNM.2_1,VNM,Vietnam,1,0
17888,2024-03-24,32.0,25.2,90,0.2,17.6,25.02,Bạc Liêu,9.2941,105.727,1.000000000000007,5.3,Bạc Liêu_2024-03-24,9.5273,105.53209,0.49,0.4,602.0,N,VIIRS,2.0,303.56,6.59,D,0.0,POINT (105.53209 9.5273),4.0,VNM.2_1,VNM,Vietnam,1,0
17890,2024-03-24,32.0,25.2,90,0.2,17.6,25.02,Bạc Liêu,9.2941,105.727,1.000000000000007,5.3,Bạc Liêu_2024-03-24,9.37808,105.42257,0.49,0.41,602.0,N,VIIRS,2.0,303.55,9.36,D,0.0,POINT (105.42257 9.37808),4.0,VNM.2_1,VNM,Vietnam,1,0
17909,2024-03-29,33.2,25.5,96,0.0,18.3,22.42,Bạc Liêu,9.2941,105.727,2.7000000000000077,6.3,Bạc Liêu_2024-03-29,9.35894,105.75455,0.41,0.37,609.0,N,VIIRS,2.0,299.08,3.99,D,0.0,POINT (105.75455 9.35894),4.0,VNM.2_1,VNM,Vietnam,1,0
17910,2024-03-29,33.2,25.5,96,0.0,18.3,22.42,Bạc Liêu,9.2941,105.727,2.7000000000000077,6.3,Bạc Liêu_2024-03-29,9.36236,105.75401,0.41,0.37,609.0,N,VIIRS,2.0,296.85,2.41,D,0.0,POINT (105.75401 9.36236),4.0,VNM.2_1,VNM,Vietnam,1,0
17958,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.42115,105.56396,0.39,0.36,615.0,N,VIIRS,2.0,308.65,4.55,D,0.0,POINT (105.56396 9.42115),4.0,VNM.2_1,VNM,Vietnam,1,0
17961,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.41051,105.5556,0.39,0.36,615.0,N,VIIRS,2.0,306.65,2.44,D,0.0,POINT (105.5556 9.41051),4.0,VNM.2_1,VNM,Vietnam,1,0
17962,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.41008,105.4473,0.39,0.36,615.0,N,VIIRS,2.0,307.47,8.89,D,0.0,POINT (105.4473 9.41008),4.0,VNM.2_1,VNM,Vietnam,1,0
17963,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.40657,105.75301,0.38,0.36,615.0,N,VIIRS,2.0,307.55,2.04,D,0.0,POINT (105.75301 9.40657),4.0,VNM.2_1,VNM,Vietnam,1,0
17964,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.40622,105.44431,0.39,0.36,615.0,N,VIIRS,2.0,309.02,7.72,D,0.0,POINT (105.44431 9.40622),4.0,VNM.2_1,VNM,Vietnam,1,0
17965,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.39598,105.48254,0.39,0.36,615.0,N,VIIRS,2.0,307.81,3.29,D,0.0,POINT (105.48254 9.39598),4.0,VNM.2_1,VNM,Vietnam,1,0
17966,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.39489,105.76553,0.38,0.36,615.0,N,VIIRS,2.0,309.67,5.17,D,0.0,POINT (105.76553 9.39489),4.0,VNM.2_1,VNM,Vietnam,1,0
17967,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.38002,105.7571,0.38,0.36,615.0,N,VIIRS,2.0,307.02,2.81,D,0.0,POINT (105.7571 9.38002),4.0,VNM.2_1,VNM,Vietnam,1,0
17971,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.36394,105.67378,0.38,0.36,615.0,N,VIIRS,2.0,307.29,2.84,D,0.0,POINT (105.67378 9.36394),4.0,VNM.2_1,VNM,Vietnam,1,0
17974,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.1265,105.53582,0.39,0.36,615.0,N,VIIRS,2.0,304.69,4.1,D,0.0,POINT (105.53582 9.1265),4.0,VNM.2_1,VNM,Vietnam,1,0
17976,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.42758,105.49484,0.39,0.36,615.0,N,VIIRS,2.0,305.53,1.44,D,0.0,POINT (105.49484 9.42758),4.0,VNM.2_1,VNM,Vietnam,1,0
17981,2024-04-03,32.9,24.9,94,0.0,14.0,26.52,Bạc Liêu,9.2941,105.727,2.000000000000007,8.1,Bạc Liêu_2024-04-03,9.42951,105.5519,0.39,0.36,615.0,N,VIIRS,2.0,305.59,3.62,D,0.0,POINT (105.5519 9.42951),4.0,VNM.2_1,VNM,Vietnam,1,0
17984,2024-04-04,33.1,25.7,92,0.0,14.5,24.14,Bạc Liêu,9.2941,105.727,2.000000000000007,7.899999999999999,Bạc Liêu_2024-04-04,9.42859,105.47568,0.4,0.44,556.0,N,VIIRS,2.0,302.48,3.75,D,0.0,POINT (105.47568 9.42859),4.0,VNM.2_1,VNM,Vietnam,1,0
17996,2024-04-05,33.0,26.3,92,0.1,15.5,21.56,Bạc Liêu,9.2941,105.727,2.100000000000007,7.999999999999999,Bạc Liêu_2024-04-05,9.37323,105.70331,0.4,0.6,537.0,N,VIIRS,2.0,299.6,5.87,D,0.0,POINT (105.70331 9.37323),4.0,VNM.2_1,VNM,Vietnam,1,1
18019,2024-04-06,32.6,25.7,87,0.0,15.3,25.31,Bạc Liêu,9.2941,105.727,2.000000000000007,7.999999999999999,Bạc Liêu_2024-04-06,9.36968,105.66795,0.47,0.64,659.0,N,VIIRS,2.0,303.62,3.14,D,0.0,POINT (105.66795 9.36968),4.0,VNM.2_1,VNM,Vietnam,1,0
18022,2024-04-06,32.6,25.7,87,0.0,15.3,25.31,Bạc Liêu,9.2941,105.727,2.000000000000007,7.999999999999999,Bạc Liêu_2024-04-06,9.32518,105.70003,0.47,0.64,659.0,N,VIIRS,2.0,302.56,2.09,D,0.0,POINT (105.70003 9.32518),4.0,VNM.2_1,VNM,Vietnam,1,0
18029,2024-04-06,32.6,25.7,87,0.0,15.3,25.31,Bạc Liêu,9.2941,105.727,2.000000000000007,7.999999999999999,Bạc Liêu_2024-04-06,9.36792,105.74883,0.48,0.64,659.0,N,VIIRS,2.0,302.26,2.64,D,0.0,POINT (105.74883 9.36792),4.0,VNM.2_1,VNM,Vietnam,1,0
18032,2024-04-07,33.5,26.2,90,1.0,19.1,24.2,Bạc Liêu,9.2941,105.727,2.7000000000000077,9.0,Bạc Liêu_2024-04-07,9.58779,105.47385,0.44,0.46,640.0,N,VIIRS,2.0,300.87,1.81,D,0.0,POINT (105.47385 9.58779),4.0,VNM.2_1,VNM,Vietnam,1,0
18055,2024-04-09,34.8,26.6,88,0.0,21.0,26.15,Bạc Liêu,9.2941,105.727,1.500000000000007,9.4,Bạc Liêu_2024-04-09,9.36008,105.75605,0.47,0.4,603.0,N,VIIRS,2.0,306.93,5.96,D,0.0,POINT (105.75605 9.36008),4.0,VNM.2_1,VNM,Vietnam,1,0
18066,2024-04-14,33.5,25.7,92,0.0,20.4,23.17,Bạc Liêu,9.2941,105.727,1.1000000000000074,7.9,Bạc Liêu_2024-04-14,9.35602,105.78543,0.41,0.37,609.0,N,VIIRS,2.0,302.41,8.23,D,0.0,POINT (105.78543 9.35602),4.0,VNM.2_1,VNM,Vietnam,1,1
18077,2024-04-20,34.0,26.1,88,0.0,14.4,25.18,Bạc Liêu,9.2941,105.727,1.000000000000007,8.0,Bạc Liêu_2024-04-20,9.28922,105.49707,0.4,0.44,556.0,N,VIIRS,2.0,302.36,15.43,D,0.0,POINT (105.49707 9.28922),4.0,VNM.2_1,VNM,Vietnam,1,1
18120,2024-04-25,35.2,27.3,89,0.0,17.8,25.2,Bạc Liêu,9.2941,105.727,0.0,6.1000000000000005,Bạc Liêu_2024-04-25,9.26823,105.4663,0.49,0.4,603.0,N,VIIRS,2.0,297.82,5.12,D,0.0,POINT (105.4663 9.26823),4.0,VNM.2_1,VNM,Vietnam,1,0
18121,2024-04-25,35.2,27.3,89,0.0,17.8,25.2,Bạc Liêu,9.2941,105.727,0.0,6.1000000000000005,Bạc Liêu_2024-04-25,9.27008,105.57005,0.48,0.4,603.0,N,VIIRS,2.0,296.14,2.98,D,0.0,POINT (105.57005 9.27008),4.0,VNM.2_1,VNM,Vietnam,1,0
18122,2024-04-25,35.2,27.3,89,0.0,17.8,25.2,Bạc Liêu,9.2941,105.727,0.0,6.1000000000000005,Bạc Liêu_2024-04-25,9.2708,105.57443,0.48,0.4,603.0,N,VIIRS,2.0,297.63,2.98,D,0.0,POINT (105.57443 9.2708),4.0,VNM.2_1,VNM,Vietnam,1,0
18123,2024-04-25,35.2,27.3,89,0.0,17.8,25.2,Bạc Liêu,9.2941,105.727,0.0,6.1000000000000005,Bạc Liêu_2024-04-25,9.27194,105.4657,0.49,0.4,603.0,N,VIIRS,2.0,298.83,5.12,D,0.0,POINT (105.4657 9.27194),4.0,VNM.2_1,VNM,Vietnam,1,0
18124,2024-04-25,35.2,27.3,89,0.0,17.8,25.2,Bạc Liêu,9.2941,105.727,0.0,6.1000000000000005,Bạc Liêu_2024-04-25,9.32024,105.76182,0.47,0.4,603.0,N,VIIRS,2.0,301.19,5.34,D,0.0,POINT (105.76182 9.32024),4.0,VNM.2_1,VNM,Vietnam,1,0
18125,2024-04-25,35.2,27.3,89,0.0,17.8,25.2,Bạc Liêu,9.2941,105.727,0.0,6.1000000000000005,Bạc Liêu_2024-04-25,9.34638,105.59793,0.48,0.4,603.0,N,VIIRS,2.0,298.12,2.58,D,0.0,POINT (105.59793 9.34638),4.0,VNM.2_1,VNM,Vietnam,1,0
18126,2024-04-25,35.2,27.3,89,0.0,17.8,25.2,Bạc Liêu,9.2941,105.727,0.0,6.1000000000000005,Bạc Liêu_2024-04-25,9.3683,105.75835,0.47,0.4,603.0,N,VIIRS,2.0,300.9,7.65,D,0.0,POINT (105.75835 9.3683),4.0,VNM.2_1,VNM,Vietnam,1,0
18127,2024-04-25,35.2,27.3,89,0.0,17.8,25.2,Bạc Liêu,9.2941,105.727,0.0,6.1000000000000005,Bạc Liêu_2024-04-25,9.38353,105.55695,0.48,0.4,603.0,N,VIIRS,2.0,297.28,4.01,D,0.0,POINT (105.55695 9.38353),4.0,VNM.2_1,VNM,Vietnam,1,0
18154,2024-04-29,35.8,27.7,90,0.0,15.1,24.75,Bạc Liêu,9.2941,105.727,0.3000000000000073,5.4,Bạc Liêu_2024-04-29,9.29946,105.61775,0.45,0.39,628.0,N,VIIRS,2.0,302.46,2.24,D,0.0,POINT (105.61775 9.29946),4.0,VNM.2_1,VNM,Vietnam,1,0
18158,2024-04-29,35.8,27.7,90,0.0,15.1,24.75,Bạc Liêu,9.2941,105.727,0.3000000000000073,5.4,Bạc Liêu_2024-04-29,9.29435,105.55642,0.44,0.39,628.0,N,VIIRS,2.0,301.97,1.57,D,0.0,POINT (105.55642 9.29435),4.0,VNM.2_1,VNM,Vietnam,1,0
18159,2024-04-29,35.8,27.7,90,0.0,15.1,24.75,Bạc Liêu,9.2941,105.727,0.3000000000000073,5.4,Bạc Liêu_2024-04-29,9.29395,105.50298,0.44,0.38,628.0,N,VIIRS,2.0,300.93,1.62,D,0.0,POINT (105.50298 9.29395),4.0,VNM.2_1,VNM,Vietnam,1,0
18164,2024-04-29,35.8,27.7,90,0.0,15.1,24.75,Bạc Liêu,9.2941,105.727,0.3000000000000073,5.4,Bạc Liêu_2024-04-29,9.27153,105.49804,0.44,0.38,628.0,N,VIIRS,2.0,302.57,2.24,D,0.0,POINT (105.49804 9.27153),4.0,VNM.2_1,VNM,Vietnam,1,0
18168,2024-04-29,35.8,27.7,90,0.0,15.1,24.75,Bạc Liêu,9.2941,105.727,0.3000000000000073,5.4,Bạc Liêu_2024-04-29,9.14196,105.56904,0.44,0.39,628.0,N,VIIRS,2.0,306.08,4.25,D,0.0,POINT (105.56904 9.14196),4.0,VNM.2_1,VNM,Vietnam,1,0
18545,2025-03-19,33.7,25.9,79,0.0,29.6,24.81,Bạc Liêu,9.2941,105.727,2.8000000000000003,15.5,Bạc Liêu_2025-03-19,9.52874,105.48969,0.35,0.57,652.0,N,VIIRS,2.0,295.52,4.82,D,0.0,POINT (105.48969 9.52874),4.0,VNM.2_1,VNM,Vietnam,1,1
18556,2025-03-20,33.5,24.7,84,0.1,22.6,22.16,Bạc Liêu,9.2941,105.727,2.8000000000000003,15.499999999999998,Bạc Liêu_2025-03-20,9.3833,105.43795,0.51,0.41,634.0,N,VIIRS,2.0,300.97,4.38,D,0.0,POINT (105.43795 9.3833),4.0,VNM.2_1,VNM,Vietnam,1,0
18575,2025-03-27,32.1,23.9,93,0.0,16.6,25.24,Bạc Liêu,9.2941,105.727,0.4000000000000002,10.4,Bạc Liêu_2025-03-27,9.52691,105.51897,0.5,0.41,602.0,N,VIIRS,2.0,301.55,7.45,D,0.0,POINT (105.51897 9.52691),4.0,VNM.2_1,VNM,Vietnam,1,0
18576,2025-03-27,32.1,23.9,93,0.0,16.6,25.24,Bạc Liêu,9.2941,105.727,0.4000000000000002,10.4,Bạc Liêu_2025-03-27,9.52616,105.51441,0.5,0.41,602.0,N,VIIRS,2.0,302.63,7.45,D,0.0,POINT (105.51441 9.52616),4.0,VNM.2_1,VNM,Vietnam,1,0
18577,2025-03-27,32.1,23.9,93,0.0,16.6,25.24,Bạc Liêu,9.2941,105.727,0.4000000000000002,10.4,Bạc Liêu_2025-03-27,9.32562,105.7095,0.49,0.4,602.0,N,VIIRS,2.0,304.04,5.64,D,0.0,POINT (105.7095 9.32562),4.0,VNM.2_1,VNM,Vietnam,1,0
18589,2025-04-01,32.1,24.8,96,7.3,23.8,21.28,Bạc Liêu,9.2941,105.727,12.1,22.4,Bạc Liêu_2025-04-01,9.36927,105.71869,0.42,0.37,608.0,N,VIIRS,2.0,294.37,4.77,D,0.0,POINT (105.71869 9.36927),4.0,VNM.2_1,VNM,Vietnam,1,0
18596,2025-04-06,32.3,24.3,96,0.0,18.8,25.56,Bạc Liêu,9.2941,105.727,19.2,27.5,Bạc Liêu_2025-04-06,9.40059,105.75614,0.39,0.36,615.0,N,VIIRS,2.0,310.4,6.24,D,0.0,POINT (105.75614 9.40059),4.0,VNM.2_1,VNM,Vietnam,1,0
18597,2025-04-06,32.3,24.3,96,0.0,18.8,25.56,Bạc Liêu,9.2941,105.727,19.2,27.5,Bạc Liêu_2025-04-06,9.38119,105.76274,0.39,0.36,615.0,N,VIIRS,2.0,310.11,3.88,D,0.0,POINT (105.76274 9.38119),4.0,VNM.2_1,VNM,Vietnam,1,0
18598,2025-04-06,32.3,24.3,96,0.0,18.8,25.56,Bạc Liêu,9.2941,105.727,19.2,27.5,Bạc Liêu_2025-04-06,9.36826,105.67864,0.39,0.36,615.0,N,VIIRS,2.0,308.35,6.71,D,0.0,POINT (105.67864 9.36826),4.0,VNM.2_1,VNM,Vietnam,1,0
18600,2025-04-07,32.6,25.4,91,0.0,21.4,26.46,Bạc Liêu,9.2941,105.727,14.5,27.1,Bạc Liêu_2025-04-07,9.36171,105.75436,0.4,0.44,556.0,N,VIIRS,2.0,304.68,3.03,D,0.0,POINT (105.75436 9.36171),4.0,VNM.2_1,VNM,Vietnam,1,0
18603,2025-04-07,32.6,25.4,91,0.0,21.4,26.46,Bạc Liêu,9.2941,105.727,14.5,27.1,Bạc Liêu_2025-04-07,9.38509,105.6682,0.4,0.44,556.0,N,VIIRS,2.0,301.95,2.9,D,0.0,POINT (105.6682 9.38509),4.0,VNM.2_1,VNM,Vietnam,1,0
18605,2025-04-07,32.6,25.4,91,0.0,21.4,26.46,Bạc Liêu,9.2941,105.727,14.5,27.1,Bạc Liêu_2025-04-07,9.39703,105.74138,0.4,0.44,556.0,N,VIIRS,2.0,304.22,2.47,D,0.0,POINT (105.74138 9.39703),4.0,VNM.2_1,VNM,Vietnam,1,0
18608,2025-04-07,32.6,25.4,91,0.0,21.4,26.46,Bạc Liêu,9.2941,105.727,14.5,27.1,Bạc Liêu_2025-04-07,9.4289,105.48264,0.41,0.45,556.0,N,VIIRS,2.0,302.9,2.01,D,0.0,POINT (105.48264 9.4289),4.0,VNM.2_1,VNM,Vietnam,1,0
18636,2025-04-13,33.4,26.0,94,4.8,14.3,24.37,Bạc Liêu,9.2941,105.727,14.4,36.9,Bạc Liêu_2025-04-13,9.35537,105.74207,0.32,0.54,544.0,N,VIIRS,2.0,293.24,6.22,D,0.0,POINT (105.74207 9.35537),4.0,VNM.2_1,VNM,Vietnam,1,1
18650,2025-04-17,32.6,25.8,95,0.4,14.5,23.52,Bạc Liêu,9.2941,105.727,28.3,57.3,Bạc Liêu_2025-04-17,9.37203,105.80003,0.41,0.37,609.0,N,VIIRS,2.0,294.05,2.65,D,0.0,POINT (105.80003 9.37203),4.0,VNM.2_1,VNM,Vietnam,1,0
18688,2025-04-27,33.0,24.9,93,0.1,15.9,24.43,Bạc Liêu,9.2941,105.727,21.5,80.9,Bạc Liêu_2025-04-27,9.30919,105.59132,0.39,0.36,622.0,N,VIIRS,2.0,301.8,2.01,D,0.0,POINT (105.59132 9.30919),4.0,VNM.2_1,VNM,Vietnam,1,0
18694,2025-04-27,33.0,24.9,93,0.1,15.9,24.43,Bạc Liêu,9.2941,105.727,21.5,80.9,Bạc Liêu_2025-04-27,9.2656,105.45953,0.39,0.36,622.0,N,VIIRS,2.0,300.61,1.68,D,0.0,POINT (105.45953 9.2656),4.0,VNM.2_1,VNM,Vietnam,1,0
18702,2025-05-03,31.7,25.9,93,4.6,19.9,19.73,Bạc Liêu,9.2941,105.727,27.6,89.4,Bạc Liêu_2025-05-03,9.29343,105.55642,0.42,0.38,609.0,N,VIIRS,2.0,286.3,5.86,D,0.0,POINT (105.55642 9.29343),4.0,VNM.2_1,VNM,Vietnam,1,0
18789,2023-01-14,30.9,15.8,100,0.0,15.8,16.92,Bắc Giang,21.281,106.1973,6.6,7.5,Bắc Giang_2023-01-14,21.34167,106.58849,0.73,0.76,703.0,N,VIIRS,2.0,299.81,12.64,D,0.0,POINT (106.58849 21.34167),2.0,VNM.3_1,VNM,Vietnam,1,1
18791,2023-01-14,30.9,15.8,100,0.0,15.8,16.92,Bắc Giang,21.281,106.1973,6.6,7.5,Bắc Giang_2023-01-14,21.41465,106.83484,0.76,0.77,703.0,N,VIIRS,2.0,299.91,19.98,D,0.0,POINT (106.83484 21.41465),2.0,VNM.3_1,VNM,Vietnam,1,1
18797,2023-01-14,30.9,15.8,100,0.0,15.8,16.92,Bắc Giang,21.281,106.1973,6.6,7.5,Bắc Giang_2023-01-14,21.42049,106.83543,0.76,0.77,703.0,N,VIIRS,2.0,297.64,15.22,D,0.0,POINT (106.83543 21.42049),2.0,VNM.3_1,VNM,Vietnam,1,1
